"","term2","Freq"
"1498","wonderful",1
"1499","woober",1
"1500","woodenstayed",1
"1502","worked",1
"1503","workers",1
"1507","worst",1
"1508","worststayed",1
"1511","wouldnt",1
"1512","xdd",1
"1513","year",1
"1517","youstayed",1
