"","term2","Freq"
"801","shows",1
"803","sightseeing",1
"804","significant",1
"805","simple",1
"806","simply",1
"809","singaporestayed",1
"810","situation",1
"814","sleeping",1
"815","sling",1
"817","slowly",1
"818","small",1
"819","smells",1
"820","smile",1
"821","smoke",1
"824","soft",1
"825","solo",1
"832","sound",1
"833","sounds",1
"834","space",1
"836","spare",1
"837","spargos",1
"838","special",1
"840","speed",1
"841","spend",1
"842","spending",1
"843","spray",1
"845","staffs",1
"846","staffstayed",1
"848","standards",1
"849","standing",1
"852","starsstayed",1
"853","start",1
"858","staywe",1
"859","stepped",1
"860","steriliser",1
"862","straighteners",1
"863","straits",1
"864","street",1
"866","submitted",1
"867","suggestion",1
"870","suites",1
"873","supposed",1
"874","surcharges",1
"875","surely",1
"876","surfing",1
"877","surprise",1
"878","surprised",1
"879","surrounding",1
"880","swiming",1
"882","sykpark",1
"886","taken",1
"887","takes",1
"889","taxis",1
"890","te",1
"893","thanks",1
"895","thats",1
"897","thehotel",1
"905","think",1
"906","thinkstayed",1
"909","thought",1
"911","tick",1
"912","tickets",1
"915","times",1
"916","tired",1
"918","toiletriesstayed",1
"920","tomorrow",1
"923","toostayed",1
"925","torist",1
"926","tosee",1
"927","total",1
"929","touch",1
"930","touristic",1
"933","towels",1
"935","traffic",1
"936","trained",1
"937","trainride",1
"938","transportstayed",1
"940","traveler",1
"941","treat",1
"942","trees",1
"943","trendy",1
"944","trip",1
"945","trips",1
"946","true",1
"949","turndown",1
"950","tv",1
"951","twice",1
"954","unacceptable",1
"955","underground",1
"958","unforgetable",1
"959","uninteresting",1
"960","unpleasant",1
"963","upgraded",1
"964","upgrading",1
"965","upstairs",1
"966","ur",1
"969","vacant",1
"971","vegas",1
"972","vegetarian",1
"973","verry",1
"975","vi",1
"977","vie",1
"980","viewsstayed",1
"981","viewstayed",1
"982","visit",1
"983","visiting",1
"984","visitstayed",1
"985","volume",1
"987","waiter",1
"989","walk",1
"990","walls",1
"993","wanting",1
"994","wardrobe",1
"996","wash",1
"997","washroom",1
"999","waterfront",1
"1002","weak",1
"1003","website",1
"1004","week",1
"1005","welcome",1
"1006","welcoming",1
"1012","wheelchair",1
"1021","wi",1
"1022","wifi",1
"1024","willing",1
"1025","windowsstayed",1
"1026","wine",1
"1027","wish",1
"1031","won",1
"1032","wonderful",1
"1035","worried",1
"1036","worry",1
"1039","wouldn",1
"1040","wow",1
"1041","xdstayed",1
"1042","yacht",1
"1043","year",1
