"","ID","neg","pos","sentiment"
"678","724",1,0,-1
"679","725",0,1,1
"680","726",0,1,1
"681","727",0,2,2
"682","728",0,1,1
"683","729",0,1,1
"684","73",0,1,1
"685","730",1,0,-1
"686","731",0,3,3
"687","733",2,8,6
"688","734",0,1,1
"689","735",0,3,3
"690","736",1,0,-1
"691","737",0,1,1
"692","738",0,1,1
"693","739",1,2,1
"694","740",0,0,0
"695","742",0,0,0
"696","744",0,0,0
"697","745",1,3,2
"698","746",0,1,1
"699","747",1,1,0
"700","749",0,2,2
"701","75",2,5,3
"702","750",1,4,3
"703","751",0,0,0
"704","753",1,3,2
"705","755",0,1,1
"706","756",0,1,1
"707","758",0,1,1
"708","759",0,0,0
"709","76",2,1,-1
"710","760",0,1,1
"711","761",0,2,2
"712","762",0,3,3
"713","764",0,3,3
"714","765",0,1,1
"715","766",4,17,13
"716","768",0,1,1
"717","769",0,5,5
"718","77",0,2,2
"719","770",0,3,3
"720","771",2,1,-1
"721","775",0,5,5
"722","776",0,1,1
"723","777",0,18,18
"724","778",0,0,0
"725","779",0,0,0
"726","78",0,0,0
"727","780",0,4,4
"728","781",1,0,-1
"729","782",0,2,2
"730","783",1,8,7
"731","784",0,5,5
"732","785",0,2,2
"733","786",1,4,3
"734","787",0,2,2
"735","788",0,1,1
"736","789",0,1,1
"737","79",1,13,12
"738","791",0,1,1
"739","792",0,1,1
"740","793",0,1,1
"741","794",0,2,2
"742","795",0,2,2
"743","797",1,3,2
"744","798",0,1,1
"745","799",0,2,2
"746","8",0,2,2
"747","80",0,5,5
"748","800",2,1,-1
"749","801",1,0,-1
"750","803",0,1,1
"751","804",0,0,0
"752","806",1,2,1
"753","808",1,3,2
"754","809",1,5,4
"755","81",0,1,1
"756","811",2,1,-1
"757","812",0,1,1
"758","813",2,1,-1
"759","814",1,2,1
"760","815",0,3,3
"761","816",0,1,1
"762","817",0,1,1
"763","818",0,2,2
"764","819",0,2,2
"765","82",0,4,4
"766","820",0,1,1
"767","821",5,9,4
"768","822",0,4,4
"769","823",0,0,0
"770","824",0,1,1
"771","825",0,0,0
"772","826",0,3,3
"773","827",0,1,1
"774","828",0,1,1
"775","829",1,5,4
"776","83",0,3,3
"777","830",0,1,1
"778","831",2,3,1
"779","832",0,2,2
"780","834",0,3,3
"781","836",0,6,6
"782","837",0,3,3
"783","838",1,0,-1
"784","839",2,2,0
"785","84",0,0,0
"786","840",0,0,0
"787","841",1,0,-1
"788","843",1,0,-1
"789","844",0,0,0
"790","845",0,0,0
"791","846",0,0,0
"792","847",0,0,0
"793","848",1,5,4
"794","85",2,4,2
"795","850",0,0,0
"796","851",0,0,0
"797","852",2,12,10
"798","853",0,1,1
"799","854",0,1,1
"800","855",0,1,1
"801","856",1,3,2
"802","857",2,0,-2
"803","858",5,7,2
"804","86",1,1,0
"805","860",0,3,3
"806","861",0,5,5
"807","862",0,1,1
"808","863",0,3,3
"809","865",2,4,2
"810","866",0,1,1
"811","867",0,2,2
"812","868",1,3,2
"813","869",0,0,0
"814","87",0,1,1
"815","870",0,6,6
"816","871",8,8,0
"817","872",5,5,0
"818","873",3,7,4
"819","874",3,12,9
"820","875",1,2,1
"821","876",0,6,6
"822","877",1,3,2
"823","878",0,1,1
"824","879",0,0,0
"825","88",0,2,2
"826","880",3,3,0
"827","881",2,6,4
"828","883",1,2,1
"829","884",1,2,1
"830","885",1,4,3
"831","886",0,1,1
"832","887",0,3,3
"833","888",2,2,0
"834","889",0,4,4
"835","89",1,2,1
"836","890",0,2,2
"837","891",0,1,1
"838","892",0,3,3
"839","893",0,3,3
"840","894",0,3,3
"841","895",0,1,1
"842","897",1,3,2
"843","898",0,1,1
"844","899",0,1,1
"845","9",0,4,4
"846","90",0,0,0
"847","900",0,1,1
"848","901",0,1,1
"849","903",2,9,7
"850","904",0,3,3
"851","905",0,2,2
"852","906",1,5,4
"853","907",1,5,4
"854","908",1,1,0
"855","909",1,4,3
"856","91",0,5,5
"857","910",0,5,5
"858","911",1,5,4
"859","912",1,9,8
"860","913",0,1,1
"861","915",0,3,3
"862","916",0,5,5
"863","917",0,0,0
"864","918",6,7,1
"865","919",0,1,1
"866","92",0,1,1
"867","920",2,3,1
"868","921",0,0,0
"869","923",0,1,1
"870","925",0,0,0
"871","926",0,3,3
"872","927",1,1,0
"873","928",0,6,6
"874","929",0,1,1
"875","93",0,1,1
"876","930",0,1,1
"877","931",0,4,4
"878","932",0,4,4
"879","933",1,0,-1
"880","934",0,0,0
"881","935",1,1,0
"882","936",0,1,1
"883","937",0,1,1
"884","938",2,1,-1
"885","939",1,2,1
"886","94",1,2,1
"887","941",0,1,1
"888","942",0,0,0
"889","943",0,5,5
"890","944",0,0,0
"891","947",0,1,1
"892","948",0,1,1
"893","95",0,0,0
"894","950",0,1,1
"895","952",1,4,3
"896","954",0,4,4
"897","955",0,1,1
"898","956",0,3,3
"899","957",0,2,2
"900","958",0,0,0
"901","959",0,6,6
"902","96",5,3,-2
"903","960",0,2,2
"904","961",0,3,3
"905","964",0,0,0
"906","965",1,1,0
"907","966",0,0,0
"908","967",0,7,7
"909","968",0,1,1
