"","term3","Freq"
"474","cleaner",2
"487","clearly",2
"495","closed",2
"497","closest",2
"498","closet",2
"520","comes",2
"530","comfortstayed",2
"536","comments",2
"544","compact",2
"545","compare",2
"553","complementary",2
"554","complete",2
"555","completed",2
"556","completely",2
"566","conciergestayed",2
"576","confusion",2
"592","continental",2
"595","conveniencestayed",2
"597","conveniently",2
"598","convenientstayed",2
"603","cool",2
"614","coststayed",2
"615","cosy",2
"616","cotton",2
"619","couldnt",2
"622","countries",2
"623","country",2
"628","courteousstayed",2
"630","courtstayed",2
"632","coz",2
"634","cramped",2
"641","critical",2
"643","croissants",2
"645","cuddle",2
"646","cuisine",2
"647","cuisines",2
"654","curtains",2
"655","customer",2
"658","cute",2
"660","dad",2
"663","dark",2
"664","dash",2
"676","decoration",2
"681","delicious",2
"683","dental",2
"686","deserts",2
"695","details",2
"728","dishesstayed",2
"729","dislike",2
"742","doctor",2
"744","doesn",2
"752","doorman",2
"772","drinkstayed",2
"775","dryer",2
"780","dust",2
"785","ear",2
"789","easier",2
"797","eco",2
"808","egg",2
"815","elevators",2
"822","empty",2
"834","entertainment",2
"837","entrance",2
"842","equipment",2
"844","equipped",2
"850","espresso",2
"872","excellenta",2
"883","executive",2
"889","expectations",2
"892","expecting",2
"893","expectstayed",2
"897","experience",2
"898","experiences",2
"902","express",2
"903","extend",2
"905","extensive",2
"913","fabulous",2
"914","face",2
"923","failures",2
"930","fare",2
"942","feet",2
"950","filled",2
"958","finished",2
"997","friend",2
"1011","frustrating",2
"1015","funny",2
"1021","gardens",2
"1024","geared",2
"1025","gel",2
"1027","general",2
"1034","gift",2
"1044","goes",2
"1053","goodthe",2
"1063","grateful",2
"1069","group",2
"1079","guide",2
"1086","ha",2
"1091","half",2
"1095","handed",2
"1102","hanger",2
"1103","hangers",2
"1115","hdmi",2
"1120","health",2
"1123","heart",2
"1136","helping",2
"1156","holder",2
"1160","homestayed",2
"1163","honey",2
"1164","honeymoon",2
"1175","hotelthe",2
"1177","hour",2
"1179","house",2
"1187","humid",2
"1189","hundred",2
"1191","husband",2
"1199","ideas",2
"1209","impressed",2
"1217","include",2
"1225","incredible",2
"1231","indra",2
"1237","informed",2
"1246","interesting",2
"1265","isn",2
"1270","item",2
"1280","japanese",2
"1298","kettle",2
"1300","keycard",2
"1309","knew",2
"1319","lacking",2
"1334","launderette",2
"1338","lawwe",2
"1343","least",2
"1352","lesser",2
"1362","lighting",2
"1365","likely",2
"1368","lim",2
"1371","line",2
"1374","lines",2
"1384","live",2
"1391","loan",2
"1421","lotion",2
"1433","luckily",2
"1437","luggages",2
"1439","lugguage",2
"1440","lunch",2
"1445","machines",2
"1448","maintained",2
"1449","major",2
"1459","mallstayed",2
"1474","marketstayed",2
"1476","massage",2
"1479","matter",2
"1480","mattress",2
"1484","meal",2
"1487","medical",2
"1493","mention",2
"1494","mentioned",2
"1496","menustayed",2
"1501","met",2
"1508","mid",2
"1509","middle",2
"1516","mineral",2
"1520","minimum",2
"1523","minute",2
"1554","moving",2
"1555","mr",2
"1559","msmay",2
"1563","multiple",2
"1578","narrow",2
"1585","nearbystayed",2
"1593","needing",2
"1599","neighbourhood",2
"1600","neighbours",2
"1602","new",2
"1611","nilstayed",2
"1616","noises",2
"1621","noodles",2
"1648","offering",2
"1657","okstayed",2
"1659","oldies",2
"1664","online",2
"1670","opened",2
"1672","opening",2
"1686","order",2
"1687","ordered",2
"1705","outstanding",2
"1706","outstayed",2
"1723","park",2
"1724","parking",2
"1727","part",2
"1730","partner",2
"1732","pass",2
"1739","paying",2
"1741","peak",2
"1745","peoplestayed",2
"1757","personnel",2
"1758","persons",2
"1765","pick",2
"1788","plugs",2
"1790","plusstayed",2
"1792","pmstayed",2
"1795","point",2
"1801","poolstayed",2
"1804","popular",2
"1807","position",2
"1810","positive",2
"1813","poster",2
"1815","postponed",2
"1818","prawn",2
"1821","prefer",2
"1827","prepared",2
"1838","print",2
"1853","program",2
"1864","proof",2
"1874","providedstayed",2
"1876","proximity",2
"1911","ratio",2
"1915","reached",2
"1930","received",2
"1935","receptionstayed",2
"1950","refund",2
"1956","relax",2
"1960","remember",2
"1971","reply",2
"1980","requirement",2
"1982","respect",2
"1984","responsive",2
"1989","restaurantsstayed",2
