"","term3","Freq"
"204","attempt",1
"205","attended",1
"208","attitudebreakfast",1
"214","automatic",1
"215","automatically",1
"220","avoid",1
"221","awaiting",1
"225","awaystayed",1
"226","awaythe",1
"229","awful",1
"230","awkward",1
"231","ayurvedic",1
"233","babies",1
"236","backafter",1
"240","badnear",1
"241","bag",1
"243","bags",1
"244","bahru",1
"245","baking",1
"247","balkony",1
"248","ball",1
"249","banana",1
"252","barely",1
"253","barge",1
"254","barrierstayed",1
"256","barstayed",1
"257","based",1
"261","bathe",1
"263","bathroomfairly",1
"264","bathrooms",1
"265","bathroomstayed",1
"267","bathub",1
"273","beautifulstayed",1
"275","becasue",1
"280","bedbugs",1
"281","bedbut",1
"284","bedrooms",1
"285","bedroomsstayed",1
"286","bedroomstayed",1
"290","beef",1
"292","befire",1
"294","beforestayed",1
"297","believe",1
"298","bellhop",1
"302","bet",1
"303","beter",1
"308","bfstayed",1
"309","bidet",1
"312","biggertowels",1
"313","biggest",1
"318","biscuits",1
"320","bizarre",1
"321","black",1
"322","blame",1
"323","blamed",1
"324","blanket",1
"325","blasted",1
"327","block",1
"328","blocking",1
"329","blocks",1
"330","bloodstains",1
"331","blowing",1
"332","bluetooth",1
"333","board",1
"335","bon",1
"336","bonus",1
"337","bonusstayed",1
"343","borders",1
"345","bothered",1
"346","botheredstayed",1
"347","bottle",1
"348","bought",1
"349","bound",1
"350","boutiques",1
"351","bowls",1
"353","boxes",1
"354","bread",1
"355","breadstayed",1
"356","break",1
"357","breakdown",1
"358","breaker",1
"360","breakfastclean",1
"361","breakfastnear",1
"364","breakfest",1
"365","breath",1
"366","bridge",1
"367","brief",1
"369","brilliantstayed",1
"372","brought",1
"373","brown",1
"375","budged",1
"377","buffetswimming",1
"379","bugisand",1
"382","buildingstayed",1
"383","built",1
"384","bump",1
"387","businessstayed",1
"388","busses",1
"389","bustop",1
"393","buying",1
"394","buzzing",1
"396","bye",1
"397","bystayed",1
"399","cafe",1
"401","cafesstayed",1
"405","calling",1
"407","callscan",1
"411","cancel",1
"416","carefulstayed",1
"418","carpark",1
"422","carry",1
"423","carrying",1
"426","cash",1
"427","cashew",1
"428","cashier",1
"429","catch",1
"430","category",1
"431","caters",1
"433","caused",1
"434","cbd",1
"435","cbs",1
"436","cctv",1
"438","cell",1
"441","centersstayed",1
"443","centralised",1
"445","centres",1
"446","centresize",1
"449","cereals",1
"452","certified",1
"454","chairs",1
"458","changes",1
"459","changestayed",1
"460","changi",1
"461","changing",1
"463","channelsstayed",1
"464","chardonnayalso",1
"468","chargestayed",1
"470","chased",1
"471","chatting",1
"479","checkoutn",1
"484","chefs",1
"485","chefstayed",1
"486","cheking",1
"487","chemical",1
"488","chemicals",1
"489","chendol",1
"491","childhood",1
"499","choicessit",1
"501","choicestaff",1
"503","choosed",1
"504","choosing",1
"506","circulates",1
"507","circumstance",1
"508","circumstances",1
"510","cityall",1
"512","cityscappedstayed",1
"513","citywe",1
"515","classes",1
"519","cleanest",1
"523","cleanlocation",1
"524","cleanopen",1
"527","clearer",1
"529","climb",1
"533","closest",1
"534","closets",1
"535","closing",1
"537","cloud",1
"539","clubs",1
"540","clubstayed",1
"541","cockroach",1
"542","cocktail",1
"545","coffees",1
"547","coldest",1
"548","coldplay",1
"549","colour",1
"552","combo",1
"554","comebackstayed",1
"558","comfortableair",1
"559","comfortablebreakfast",1
"561","comfortably",1
"562","comfortstayed",1
"563","comfty",1
"565","comfyand",1
"568","commendable",1
"569","comment",1
"573","communications",1
"574","companiesthe",1
"575","companions",1
"576","compare",1
"578","compartmentalize",1
"579","compensate",1
"581","compensations",1
"582","compensationstayed",1
"583","competition",1
"584","competitive",1
"587","complains",1
"588","complaint",1
"590","complementary",1
"592","completing",1
"594","compliments",1
"596","comunial",1
"598","concentrate",1
"599","concergierge",1
"600","concert",1
"601","concier",1
"603","concierges",1
"604","condensation",1
"605","condensationon",1
"607","conditioner",1
"608","conditiong",1
"610","conducting",1
"611","conference",1
"613","confirmed",1
"614","confirming",1
"616","confused",1
"617","connect",1
"618","connected",1
"619","connecting",1
